person_assigned,double-checked by,rowID,speciesID,common_name,species,doc_type,sara_status,doc_citation,url,web_pub_date,year_published,status_appraisal_rapid_review,final,amendment,taxonomic_group,EOO,IAO,locations,endemic_NA,endemic_canada,continuous_USA,cosewic_status,ranges,cosewic_examined_date,date_of_listing,gic_decision,criteria_used_listing_1,criteria_used_listing_2,criteria_used_listing_3,criteria_used_listing_4,criteria_used_listing_5,1_notes_on_model,1_type_of_model_used,1_report_section_model _referenced,1_uncertainty_reported,1_type_uncertainty_reported,1_degree_of_uncertainty,1_reference,1_reference_type,1_rationale_reference,1_model_species_specific ,1_criteria_model_used_to_inform,1_model_used_listing_decision,1_rationale_model_used_listing_decision,2_notes_on_model,2_type_of_model_used,2_report_section_model _referenced,2_uncertainty_reported,2_type_uncertainty_reported,2_degree_of_uncertainty,2_reference,2_reference_type,2_rationale_reference,2_model_species_specific ,2_criteria_model_used_to_inform,2_model_used_listing_decision,2_rationale_model_used_listing_decision,3_notes_on_model,3_type_of_model_used,3_report_section_model _referenced,3_uncertainty_reported,3_type_uncertainty_reported,3_degree_of_uncertainty,3_reference,3_reference_type,3_rationale_reference,3_model_species_specific ,3_criteria_model_used_to_inform,3_model_used_listing_decision,3_rationale_model_used_listing_decision,4_notes_on_model,4_type_of_model_used,4_report_section_model _referenced,4_uncertainty_reported,4_type_uncertainty_reported,4_degree_of_uncertainty,4_reference,4_reference_type,4_rationale_reference,4_model_species_specific ,4_criteria_model_used_to_inform,4_model_used_listing_decision,4_rationale_model_used_listing_decision,was_model_mentioned_anywhere_else,were_multiple_models_mentioned_elsewhere,report_sections_additional_model_referenced,flag_for_group_discussion,flag_resolution
Hossam,Jayme,732,360,colicroot,Aletris farinosa,COSEWIC Status Reports,Threatened,COSEWIC. 2015. COSEWIC assessment and status report on the Colicroot Aletris farinosa in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiii + 39 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=colicroot,10/13/16,2015,0,1,0,Vascular Plants,1967,32,10,1,0,1,Endangered,ON,11/1/15,6/5/03,Uplist,A2ace +3ce+4ace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,
Hossam,Jayme,2118,523,american water-willow,Justicia americana,COSEWIC Status Reports,Threatened,COSEWIC. 2021. COSEWIC assessment and status report on the American Water-willow Justicia americana in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 36 pp.,NE,1/14/22,2021,0,1,0,Vascular Plants,NE,NE,NE,NE,NE,NE,Threatened,NE,NE,6/5/03,NE,A2ace+4ace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,
Hossam/Lucas,Jayme,2122,533,deerberry,Vaccinium stamineum,COSEWIC Status Reports,Threatened,COSEWIC. 2020. COSEWIC assessment and status report on the Deerberry Vaccinium stamineum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 37 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Vaccinium%20stamineum,10/12/21,2020,0,1,0,Vascular Plants,NE,NE,NE,NE,NE,NE,Threatened,NE,NE,6/5/03,NE,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Alpha-numeric codes: Meets Endangered, B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v), but designated Threatened, B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v), because the species is not at risk of imminent extirpation.""",
Hossam,Jayme,2133,520,slender mouse-ear-cress,Crucihimalaya virgata,COSEWIC Status Reports,Threatened,COSEWIC. 2022. COSEWIC assessment and status report on the Slender Mouse-ear-cress Crucihimalaya virgata in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 40 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Crucihimalaya%20virgata,10/18/23,2022,0,1,0,Vascular Plants,NE,NE,NE,NE,NE,NE,Threatened,NE,NE,6/5/03,NE,C2a(i),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,
Aaliyah/Caitlin,Jayme,,,quebec rockcress,Boechera quebecensis,COSEWIC Status Reports,Endangered,COSEWIC. 2017. COSEWIC assessment and status report on the Quebec Rockcress Boechera quebecensis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 32 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Boechera%20quebecensis,10/15/18,2017,0,1,0,Vascular Plants,,,,,,,Endangered,,,,,"B2ab(iii,v); C2a(i)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,THR,Report mentions climate model projections but not explicit model pg21,
Aaliyah,Hossam,,,gillman’s goldenrod,Solidago gillmanii,COSEWIC Status Reports,Endangered,COSEWIC. 2019. COSEWIC assessment and status report on the Gillman’s Goldenrod Solidago gillmanii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 43 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Solidago%20gillmanii,10/14/20,2019,0,1,0,Vascular Plants,,,,,,,Endangered,,,,,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,THR,report mentions climate model projections but not explicit model pg30,
Hossam,Jayme,,,green-scaled willow,Salix chlorolepis,COSEWIC Status Reports,Threatened,COSEWIC. 2020. COSEWIC assessment and status report on the Green-scaled Willow Salix chlorolepis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 26 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Salix%20chlorolepis,10/12/21,2020,0,1,0,Vascular Plants,,,,,,,Threatened,,,,,D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,Report mentions climate change modelling but does not directly reference any models. Pages 5 and 7. ,
Lucas,Aaliyah,,,gulf of st. lawrence aster,Symphyotrichum laurentianum,COSEWIC Status Reports,Threatened,COSEWIC. 2023. COSEWIC assessment and status report on the Gulf of St. Lawrence Aster Symphyotrichum laurentianum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiv + 47 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Symphyotrichum%20laurentianum,1/23/24,2023,0,1,0,Vascular Plants,,,,,,,Endangered,,,,,A2abce+4abce,NA,NA,NA,NA,"graphed annual count totals and used two different fitted curves- first reported here is the 3rd order polynomial fitted curve. Figure 6 description: Population trend from 1999 to 2022. Data excluded for 2006, 2008, 2009, 2012, and 2019-2021 due to lack of sampling in the larger subpopulations. Red line is the 3rd polynomial curve (R2 = 67%); blue line is the exponential curve (R2 = 60%). ",abundance,POP,N,NRP,NRP,NRP,NEW,"no citation in text, appears they used existing data to create figure 6",Y,A,Y,"model shows decline of greater than 50% and is referred to in applicability of criteria ""Meets Endangered, A2abce+4abce. Estimated decline of greater than 50% in the number of mature individuals over the past three generations (about 9–15 years) and estimated and suspected decline greater than 50% over three generations spanning past and future.""",graphed annual count totals and used two different fitted curves- second reported here is the exponential fitted curve,abundance,POP,N,NRP,NRP,NRP,NEW,"no citation in text, appears they used existing data to create figure 6",Y,A,Y,"model shows decline of greater than 50% and is referred to in applicability of criteria ""Meets Endangered, A2abce+4abce. Estimated decline of greater than 50% in the number of mature individuals over the past three generations (about 9–15 years) and estimated and suspected decline greater than 50% over three generations spanning past and future.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"THR, OTH",double check- should these be one model or two,
Lucas,Aaliyah,,,dusky dune moth,Copablepharon longipenne,COSEWIC Status Reports,Endangered,COSEWIC. 2022. COSEWIC assessment and status report on the Dusky Dune Moth Copablepharon longipenne in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 59 pp.,,4/11/23,2022,0,1,0,Arthropods,,,,,,,Threatened,,,,,B2ab(iii),NA,NA,NA,NA,"model only alluded to in text but the citation indicates a model was used: ""Hugenholtz, C.H. and S.A. Wolfe. 2005b. Biogeomorphic model of dune field activation and stabilization on the northern Great Plains. Geomorphology 70:53-70. """,other,"HAB, POP",N,NA,NA,"Hugenholtz, C.H. and S.A. Wolfe. 2005b. Biogeomorphic model of dune field activation and stabilization on the northern Great Plains. Geomorphology 70:53-70.",PR,cited clearly,N,B,Y,".""Based on the stabilization trends of active sand dunes in the southern Canadian prairies (Hugenholtz and Wolfe 2005; Wolfe 2001), COSEWIC (2007) inferred that Dusky Dune Moth subpopulations are declining at a rate of 10–20% per decade."" applicability of criteria: ""May meet Endangered B2, with an IAO of 124 km² and (b) an inferred and projected continuing decline of (iii) quality of habitat."" From technical summary: ""Yes, inferred, and projected decline in area, extent and quality of habitat based on ecosystem modifications that result from the gradual succession of vegetation into the open dune habitats.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,DIS,double check and see if we agree this should be included,
Aaliyah,Caitlin,923,117,western yellow-bellied racer,Coluber constrictor mormon,COSEWIC Status Reports,Special Concern,COSEWIC. 2015. COSEWIC assessment and status report on the Eastern Yellow-bellied Racer Coluber constrictor flaviventris and Western Yellow-bellied Racer Coluber constrictor mormon in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xvii + 64 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20yellow%20-%20bellied%20racer,10/13/16,2015,0,1,0,Reptiles,48493,1000,100,1,0,1,Threatened,BC,11/1/15,8/15/06,NA,C2a(i),NA,NA,NA,NA,"Projected and suspected decline of >30% based primarily on road mortality and habitat loss and degradation, supported by population model developed for the sympatric Great Basin Gophersnake with similar life history characteristics and ecology.",demographic,POP,N,NRP,NRP,"Reed, E.T. 2013. Population model for female Great Basin Gophersnake. Unpubl.
report prepared in support of COSEWIC status assessment. Canadian Wildlife
Service, Ottawa [available from COSEWIC Secretariat, Ottawa, Ontario].",UNP,citation says unpublished report for COSEWIC assessment,N,C,N,"model could relate to inferred decline in population size but not explicitly mentioned- Meets Threatened C2a(i) because there are estimated to be fewer than 10,000 mature individuals, there is an
observed and inferred decline in population size, and no subpopulation contains more than 1000 mature
individuals.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,
Hossam,Jayme,661,196,rocky mountain sculpin eastslope populations,Cottus sp.,COSEWIC Status Reports,Threatened,"COSEWIC 2005. COSEWIC assessment and status report on the ""eastslope"" sculpin (St. Mary and Milk River population) Cottus sp. in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 30 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=rocky%20mountain%20sculpin%20eastslope%20populations,8/12/05,2005,0,1,0,Fishes (freshwater),2600,6,3,1,0,0,Threatened,AB,5/1/05,8/15/06,List,D2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,"Flag - not sure if you are referring to the ""eastslope"" species, which includes two populations, or if you meant to refer to one specific population",
Lucas,Hossam,,,five-spotted bogus yucca moth,Prodoxus quinquepunctellus,COSEWIC Status Reports,Endangered,COSEWIC 2006. COSEWIC assessment and status report on the Five-spotted Bogus Yucca Moth Prodoxus quinquepunctellus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 31 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Prodoxus%20quinquepunctellus,8/29/06,2006,0,1,0,Arthropods,,,,,,,Endangered,,,,,B1ac(iv)+2ac(iv),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"DIS, POP",,
Aaliyah,Caitlin,154,1027,hoptree borer,Prays atomocella,COSEWIC Status Reports,Endangered,COSEWIC. 2015. COSEWIC assessment and status report on the Hoptree Borer Prays atomocella in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 41 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=hoptree%20borer,10/13/16,2015,0,1,0,Arthropods,148 km2,28 km2,2,1,0,0,Endangered,ON,11/1/15,2/25/19,List,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,
Hossam,Jayme,,,non-pollinating yucca moth,Tegeticula corruptrix,COSEWIC Status Reports,Endangered,COSEWIC 2006. COSEWIC assessment and status report on the Non-pollinating Yucca Moth Tegeticula corruptrix in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 24 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Tegeticula%20corruptrix,8/29/06,2006,0,1,0,Arthropods,,,,,,,Endangered,,,,,B1ac(iv)+2ac(iv),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,
Lucas,Hossam,,,baikal sedge,Carex sabulosa,COSEWIC Status Reports,Special Concern,COSEWIC 2005. COSEWIC assessment and status report on the baikal sedge Carex sabulosa in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 23 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Carex%20sabulosa,8/12/05,2005,0,1,0,Vascular Plants,,,,,,,Threatened,,,,,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",D2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,"""Met criterion for Endangered B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v), but designated Threatened because there are large numbers in protected areas and because of the low level of threats within these localities. Criteria met for Threatened B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D2""",
Aaliyah,Hossam,504,120,spotted wintergreen,Chimaphila maculata,COSEWIC Status Reports,Endangered,COSEWIC. 2017. COSEWIC assessment and status report on the Spotted Wintergreen Chimaphila maculata in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 39 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=spotted%20wintergreen,1/17/18,2017,0,1,0,Vascular Plants,1952,28,8,0,0,1,Threatened,ON QC,4/1/17,6/5/03,NA,"B1ab(i,ii,iv)+2ab(i,ii,iv)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,
Hossam,Jayme,,,spotted gar,Lepisosteus oculatus,COSEWIC Status Reports,Endangered,COSEWIC 2005. COSEWIC assessment and update status report on the spotted gar Lepisosteus oculatus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 17 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Lepisosteus%20oculatus,5/1/05,2005,0,1,0,Fishes (freshwater),,,,,,,Threatened,ON,11/1/15,6/5/03,Uplist,D2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,
Lucas,Hossam,691,260,coast microseris,Microseris bigelovii,COSEWIC Status Reports,Endangered,COSEWIC 2006. COSEWIC assessment and status report on the coast microseris Microseris bigelovii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 26 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=coast%20microseris,8/30/06,2006,0,1,0,Vascular Plants,20,1,6,1,0,0,Endangered,BC,4/1/06,12/13/07,List,"B1ab (ii, iii) + 2ab (ii, iii)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"DIS, HAB",,
Aaliyah,Hossam,2129,519,kentucky coffee-tree,Gymnocladus dioicus,COSEWIC Status Reports,Threatened,COSEWIC. 2021. COSEWIC assessment and status report on the Kentucky Coffee-tree Gymnocladus dioicus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 43 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Gymnocladus%20dioicus,12/20/21,2021,0,1,NA,Vascular Plants,NE,NE,NE,NE,NE,NE,Threatened,NE,NE,6/5/03,NE,D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,
Hossam/Caitlin,Jayme,2135,531,western silvery aster,Symphyotrichum sericeum,COSEWIC Status Reports,Threatened,COSEWIC. 2021. COSEWIC assessment and status report on the Western Silvery Aster Symphyotrichum sericeum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 44 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Symphyotrichum%20sericeum,1/24/22,2021,0,1,NA,Vascular Plants,NE,NE,NE,NE,NE,NE,Threatened,NE,NE,6/5/03,NE,A3c+4ac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,
Lucas,Aaliyah,,,eastern hog-nosed snake,Heterodon platirhinos,COSEWIC Status Reports,Threatened,COSEWIC. 2021. COSEWIC assessment and status report on the Eastern Hog-nosed Snake Heterodon platirhinos in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 45 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Heterodon%20platirhinos,1/19/22,2021,0,1,0,Reptiles,,,,,,,Threatened,,,,,A2cde+3cde+4cde,NA,NA,NA,NA,"stage-based population model for Gray Ratsnake: ""Similarly, a stage-based population model for the Gray Ratsnake in Canada predicted that 1% additional mortality would result in declines of 34% (CI 18-50%) over the next 3 generations and that 3% additional mortality would result in a decline of 57.5% (CI 38-77%) (COSWIC 2018). Based on observed rates of road mortality and road density across the range of the Gray Ratsnake, COSEWIC (2018) inferred that additional mortality due to roads would likely fall within the range of these thresholds",demographic,THR,Y,CI,NA,"COSEWIC. 2018. COSEWIC assessment and status report on the Gray Ratsnake Pantherophis spiloides, Great Lakes / St. Lawrence population and Carolinian population in Canada. Ottawa. xvi + 44 pp",GL,model cited is from a previous COSEWIC report on gray ratsnake,N,A,Y,"species listed under A due to suspected reduction of >30%- this 30% is derived from the model reported, from technical summary: ""Suspected reduction of >30% due to road mortality, habitat loss and other threats. ""","stage-based population model for Great Basin Gophersnake: ""A stage-based population model of the Great Basin Gophersnake (Pituophis catenifer deserticola) predicted that excess mortality from roadkill would result in a 40–50% reduction in population size over 3 generations (COSEWIC 2013).""",demographic,THR,N,NRP,NA,COSEWIC. 2013. COSEWIC assessment and status report on the Great Basin Gophersnake Pituophis catenifer deserticola in Canada. Ottawa. xi + 53 pp.,GL,model cited is from a previous COSEWIC report on the gophersnake,N,A,Y,"species listed under A due to suspected reduction of >30%- this 30% is derived from the model reported, from technical summary: ""Suspected reduction of >30% due to road mortality, habitat loss and other threats. """,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"DIS, HAB, POP, THR",NA,
Aaliyah,Caitlin,,,vole ears lichen,Erioderma mollissimum,COSEWIC Status Reports,Endangered,COSEWIC. 2021. COSEWIC assessment and status report on the Vole Ears Lichen Erioderma mollissimum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiii + 68 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Erioderma%20mollissimum,1/24/22,2022,0,1,0,Lichens,,,,,,,Endangered,,,,,"B2ab(i,ii,iii,iv,v)",NA,NA,NA,NA,"""Declines in occurrences were projected for three generations (60 years), by applying an exponential decline function, which assumes a constant annual proportional rate of decline... The three generation decline in occurrences ranged from 72% to 85%... Projected over three generations, using the same methods as described above, would result in a 65% reduction in the number of mature thalli (Table 6).""",abundance,POP,NRP,NRP,NRP,NRP,NEW,Calculations provided in appendix,Y,"A, C",N,"Model informs criteria A and C, not listed under those criteria. Quote: A: May meet Endangered, A3c, if the projected declines are accepted that indicate that the decline in the number of mature individuals may exceed 50% and may be as high as 75%.This is based on a projected decline in the number of occurrences over the next three generations (60 years)"" AND C:  ""as the estimated number of mature individuals is below the threshold of 2,500, if the estimated continuing decline in number of mature individuals of c. 50% (Table 5) within the next two generations (40 years) is accepted""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,POP,NA,
Hossam,Jayme,,,beluga whale st. lawrence estuary population,Delphinapterus leucas,COSEWIC Status Reports,Endangered,COSEWIC 2004. COSEWIC assessment and update status report on the beluga whale Delphinapterus leucas in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. ix + 70 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=beluga%20whale%20st.%20lawrence%20estuary%20population,5/1/04,2004,0,1,0,Mammals (marine),,,,,,,Threatened,,,,,D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,*FLAG- models mentioned throughout report but only for other populations.,
